   0.0000000e+00   5.0000000e-01   5.0000000e-01   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00  -0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.0000000e-01   6.0000000e+02   6.0000000e+02   6.0000000e+02   6.0000000e+02   0.0000000e+00   0.0000000e+00   1.2947035e+00
   2.0000000e-02   5.0000000e-01   5.0000000e-01   1.0002395e+00   8.3147358e-20   4.5531028e-20   2.3021601e-02   9.9999554e-01   5.2858552e-19  -7.4424366e-19   2.9866162e-03   1.1146150e-16  -1.5317073e-16   2.9611170e-01   6.3700402e+02   5.8149979e+02   6.3700402e+02   5.8149979e+02   1.3068026e-17   9.3401992e-18   1.0117300e+00
   4.0000000e-02   5.0000000e-01   5.0000000e-01   1.0008845e+00   6.8759741e-19   4.6446779e-19   4.0655997e-02   9.9998259e-01   1.8203796e-18  -2.8672338e-18   5.9005381e-03   2.0777602e-16  -2.9814140e-16   2.8578301e-01   6.6443290e+02   5.6909392e+02   6.6443290e+02   5.6909392e+02   5.1708974e-17   3.3259169e-17   7.5810717e-01
   6.0000000e-02   5.0000000e-01   5.0000000e-01   1.0018340e+00   2.3355714e-18   1.5547325e-18   5.3588621e-02   9.9996227e-01   4.0083884e-18  -6.0612769e-18   8.6865481e-03   2.0992801e-16  -3.3903986e-16   2.7080658e-01   6.8417918e+02   5.6167719e+02   6.8417918e+02   5.6167719e+02   1.1168666e-16   7.5262268e-17   5.4206427e-01
   8.0000000e-02   5.0000000e-01   5.0000000e-01   1.0030016e+00   5.3057658e-18   3.5251179e-18   6.2590123e-02   9.9993608e-01   6.6188883e-18  -1.0211947e-17   1.1305891e-02   3.2471153e-16  -4.9503771e-16   2.5268260e-01   6.9779483e+02   5.5825369e+02   6.9779483e+02   5.5825369e+02   1.9144729e-16   1.2718351e-16   3.6462917e-01
   1.0000000e-01   5.0000000e-01   5.0000000e-01   1.0043162e+00   1.0181736e-17   6.7649544e-18   6.8408836e-02   9.9990569e-01   1.0127043e-17  -1.5919727e-17   1.3733436e-02   3.5898118e-16  -6.6578164e-16   2.3263847e-01   7.0655572e+02   5.5794640e+02   7.0655572e+02   5.5794640e+02   3.0247142e-16   1.9829800e-16   2.2300040e-01
   1.2000000e-01   5.0000000e-01   5.0000000e-01   1.0057210e+00   1.7635314e-17   1.1552776e-17   7.1716896e-02   9.9987271e-01   1.4231810e-17  -2.3372254e-17   1.5955089e-02   4.6555765e-16  -7.8998430e-16   2.1165663e-01   7.1151152e+02   5.5999944e+02   7.1151152e+02   5.5999944e+02   4.4869823e-16   2.8312909e-16   1.1263409e-01
   1.4000000e-01   5.0000000e-01   5.0000000e-01   1.0071718e+00   2.8201647e-17   1.8179216e-17   7.3088973e-02   9.9983861e-01   1.8908117e-17  -3.1643459e-17   1.7965483e-02   4.9798449e-16  -9.0406144e-16   1.9050518e-01   7.1352499e+02   5.6377437e+02   7.1352499e+02   5.6377437e+02   6.1207561e-16   3.8081999e-16   2.8482635e-02
   1.6000000e-01   5.0000000e-01   5.0000000e-01   1.0086348e+00   4.2249422e-17   2.6831019e-17   7.2999837e-02   9.9980463e-01   2.3791320e-17  -4.0519454e-17   1.9765996e-02   5.5312613e-16  -8.8139560e-16   1.6976853e-01   7.1330363e+02   5.6874217e+02   7.1330363e+02   5.6874217e+02   7.8803407e-16   4.8389091e-16  -3.4317872e-02
   1.8000000e-01   5.0000000e-01   5.0000000e-01   1.0100846e+00   5.9572869e-17   3.8025369e-17   7.1831880e-02   9.9977178e-01   3.1977148e-17  -4.8020260e-17   2.1363053e-02   1.0713478e-15  -6.3229165e-16   1.4987623e-01   7.1142530e+02   5.7447267e+02   7.1142530e+02   5.7447267e+02   9.3568186e-16   6.5237874e-16  -8.0108585e-02
